,hid_dim,final_dim,num_layers,num_epochs,lr,test_loss,preds
439,75.0,10.0,4.0,40.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
440,75.0,10.0,4.0,50.0,5e-07,86.27044143676758,"[0.20456752181053162, 0.20456752181053162, 0.20456752181053162, 0.20456752181053162, 0.20456752181053162, 0.20456752181053162, 0.20456752181053162, 0.20456752181053162, 0.20456752181053162, 0.20456752181053162]"
441,75.0,10.0,4.0,50.0,1e-06,13.925316619873048,"[72.7322998046875, 72.22384643554688, 72.55805206298828, 72.4881591796875, 72.22010803222656, 72.083740234375, 72.98849487304688, 72.63516235351562, 72.75019836425781, 72.81685638427734]"
442,75.0,10.0,4.0,50.0,5e-06,86.66257705688477,"[-0.18756955862045288, -0.18756955862045288, -0.18756955862045288, -0.18756955862045288, -0.18756955862045288, -0.18756955862045288, -0.18756955862045288, -0.18756955862045288, -0.18756955862045288, -0.18756955862045288]"
443,75.0,10.0,4.0,50.0,1e-05,12.642524719238281,"[74.00204467773438, 73.46786499023438, 73.77088165283203, 73.75537109375, 73.45914459228516, 73.38066864013672, 74.30677795410156, 73.95820617675781, 74.07855224609375, 74.14532470703125]"
444,75.0,10.0,4.0,50.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
445,75.0,10.0,4.0,60.0,5e-07,86.78499069213868,"[-0.30997854471206665, -0.30997854471206665, -0.30997854471206665, -0.30997854471206665, -0.30997854471206665, -0.30997854471206665, -0.30997854471206665, -0.30997854471206665, -0.30997854471206665, -0.30997854471206665]"
446,75.0,10.0,4.0,60.0,1e-06,86.3307975769043,"[0.14420998096466064, 0.14420998096466064, 0.14420998096466064, 0.14420998096466064, 0.14420998096466064, 0.14420998096466064, 0.14420998096466064, 0.14420998096466064, 0.14420998096466064, 0.14420998096466064]"
447,75.0,10.0,4.0,60.0,5e-06,86.35623397827149,"[0.11877581477165222, 0.11877581477165222, 0.11877581477165222, 0.11877581477165222, 0.11877581477165222, 0.11877581477165222, 0.11877581477165222, 0.11877581477165222, 0.11877581477165222, 0.11877581477165222]"
448,75.0,10.0,4.0,60.0,1e-05,86.15981521606446,"[0.3151895999908447, 0.3151895999908447, 0.3151895999908447, 0.3151895999908447, 0.3151895999908447, 0.3151895999908447, 0.3151895999908447, 0.3151895999908447, 0.3151895999908447, 0.3151895999908447]"
449,75.0,10.0,4.0,60.0,5e-05,86.0771354675293,"[0.39787110686302185, 0.39787110686302185, 0.39787110686302185, 0.39787110686302185, 0.39787110686302185, 0.39787110686302185, 0.39787110686302185, 0.39787110686302185, 0.39787110686302185, 0.39787110686302185]"
450,75.0,10.0,5.0,20.0,5e-07,86.73713150024415,"[-0.262124240398407, -0.262124240398407, -0.262124240398407, -0.262124240398407, -0.262124240398407, -0.262124240398407, -0.262124240398407, -0.262124240398407, -0.262124240398407, -0.262124240398407]"
451,75.0,10.0,5.0,20.0,1e-06,7.829528045654297,"[78.8723373413086, 78.3465347290039, 78.94140625, 78.562744140625, 78.42981719970703, 78.04940032958984, 79.10285186767578, 78.5805435180664, 78.7161865234375, 78.85298156738281]"
452,75.0,10.0,5.0,20.0,5e-06,86.63327255249024,"[-0.1582632213830948, -0.1582632213830948, -0.1582632213830948, -0.1582632213830948, -0.1582632213830948, -0.1582632213830948, -0.1582632213830948, -0.1582632213830948, -0.1582632213830948, -0.1582632213830948]"
453,75.0,10.0,5.0,20.0,1e-05,86.18121566772462,"[0.2937900125980377, 0.2937900125980377, 0.2937900125980377, 0.2937900125980377, 0.2937900125980377, 0.2937900125980377, 0.2937900125980377, 0.2937900125980377, 0.2937900125980377, 0.2937900125980377]"
454,75.0,10.0,5.0,20.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
455,75.0,10.0,5.0,30.0,5e-07,5.223723602294922,"[81.9017562866211, 81.26535034179688, 81.66422271728516, 81.55364227294922, 81.2231674194336, 81.10317993164062, 82.12033081054688, 81.68294525146484, 81.82319641113281, 81.87456512451172]"
456,75.0,10.0,5.0,30.0,1e-06,4.790614318847656,"[82.50183868408203, 81.86509704589844, 82.40897369384766, 82.15821075439453, 81.9436264038086, 81.7253646850586, 82.93865203857422, 82.31671905517578, 82.49848175048828, 82.57685089111328]"
457,75.0,10.0,5.0,30.0,5e-06,86.22024002075196,"[0.25476714968681335, 0.25476714968681335, 0.25476714968681335, 0.25476714968681335, 0.25476714968681335, 0.25476714968681335, 0.25476714968681335, 0.25476714968681335, 0.25476714968681335, 0.25476714968681335]"
458,75.0,10.0,5.0,30.0,1e-05,86.23166122436524,"[0.2433479130268097, 0.2433479130268097, 0.2433479130268097, 0.2433479130268097, 0.2433479130268097, 0.2433479130268097, 0.2433479130268097, 0.2433479130268097, 0.2433479130268097, 0.2433479130268097]"
459,75.0,10.0,5.0,30.0,5e-05,86.2034782409668,"[0.2715286910533905, 0.2715286910533905, 0.2715286910533905, 0.2715286910533905, 0.2715286910533905, 0.2715286910533905, 0.2715286910533905, 0.2715286910533905, 0.2715286910533905, 0.2715286910533905]"
460,75.0,10.0,5.0,40.0,5e-07,7.097664642333984,"[79.657470703125, 79.10397338867188, 79.35044860839844, 79.37744140625, 78.9658203125, 78.89132690429688, 79.74320220947266, 79.48792266845703, 79.57002258300781, 79.62580871582031]"
461,75.0,10.0,5.0,40.0,1e-06,4.156211853027344,"[83.6033935546875, 82.97901916503906, 83.46890258789062, 83.2743911743164, 82.99633026123047, 82.8035659790039, 83.96309661865234, 83.41949462890625, 83.57301330566406, 83.6275863647461]"
462,75.0,10.0,5.0,40.0,5e-06,5.498826599121093,"[81.51303100585938, 80.97151184082031, 81.22984313964844, 81.25788879394531, 80.88616180419922, 80.77304077148438, 81.62976837158203, 81.38463592529297, 81.47618103027344, 81.56181335449219]"
463,75.0,10.0,5.0,40.0,1e-05,17.016419219970704,"[69.63247680664062, 69.13565063476562, 69.39379119873047, 69.40194702148438, 69.11465454101562, 69.03192138671875, 69.88015747070312, 69.5676040649414, 69.68245697021484, 69.74523162841797]"
464,75.0,10.0,5.0,40.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
465,75.0,10.0,5.0,50.0,5e-07,86.7161735534668,"[-0.24116797745227814, -0.24116797745227814, -0.24116797745227814, -0.24116797745227814, -0.24116797745227814, -0.24116797745227814, -0.24116797745227814, -0.24116797745227814, -0.24116797745227814, -0.24116797745227814]"
466,75.0,10.0,5.0,50.0,1e-06,5.821451568603516,"[81.05259704589844, 80.52261352539062, 80.48091125488281, 80.87334442138672, 80.33171081542969, 80.4691162109375, 81.12898254394531, 81.18161010742188, 81.21768951416016, 81.27818298339844]"
467,75.0,10.0,5.0,50.0,5e-06,11.465160369873047,"[75.19112396240234, 74.64495849609375, 74.93428039550781, 74.94439697265625, 74.61003875732422, 74.55050659179688, 75.50077056884766, 75.15125274658203, 75.26959228515625, 75.30155944824219]"
468,75.0,10.0,5.0,50.0,1e-05,86.52261581420899,"[-0.047608017921447754, -0.047608017921447754, -0.047608017921447754, -0.047608017921447754, -0.047608017921447754, -0.047608017921447754, -0.047608017921447754, -0.047608017921447754, -0.047608017921447754, -0.047608017921447754]"
469,75.0,10.0,5.0,50.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
470,75.0,10.0,5.0,60.0,5e-07,86.2570899963379,"[0.2179187834262848, 0.2179187834262848, 0.2179187834262848, 0.2179187834262848, 0.2179187834262848, 0.2179187834262848, 0.2179187834262848, 0.2179187834262848, 0.2179187834262848, 0.2179187834262848]"
471,75.0,10.0,5.0,60.0,1e-06,8.516455078125,"[78.20344543457031, 77.63362121582031, 78.16560363769531, 77.87484741210938, 77.66836547851562, 77.39617156982422, 78.47337341308594, 77.93311309814453, 78.07701873779297, 78.15997314453125]"
472,75.0,10.0,5.0,60.0,5e-06,86.56870498657227,"[-0.09370017796754837, -0.09370017796754837, -0.09370017796754837, -0.09370017796754837, -0.09370017796754837, -0.09370017796754837, -0.09370017796754837, -0.09370017796754837, -0.09370017796754837, -0.09370017796754837]"
473,75.0,10.0,5.0,60.0,1e-05,86.35316696166993,"[0.12184248119592667, 0.12184248119592667, 0.12184248119592667, 0.12184248119592667, 0.12184248119592667, 0.12184248119592667, 0.12184248119592667, 0.12184248119592667, 0.12184248119592667, 0.12184248119592667]"
474,75.0,10.0,5.0,60.0,5e-05,85.65820541381837,"[0.8168066740036011, 0.8168066740036011, 0.8168066740036011, 0.8168066740036011, 0.8168066740036011, 0.8168066740036011, 0.8168066740036011, 0.8168066740036011, 0.8168066740036011, 0.8168066740036011]"
475,75.0,10.0,6.0,20.0,5e-07,5.097138214111328,"[82.20411682128906, 81.64612579345703, 81.964599609375, 81.90559387207031, 81.49638366699219, 81.3497085571289, 82.23336029052734, 81.9444808959961, 82.0240707397461, 82.0667495727539]"
476,75.0,10.0,6.0,20.0,1e-06,7.937671661376953,"[78.71394348144531, 78.15860748291016, 78.47296905517578, 78.46592712402344, 78.14678955078125, 78.05097961425781, 79.02423095703125, 78.67921447753906, 78.79911804199219, 78.86158752441406]"
477,75.0,10.0,6.0,20.0,5e-06,11.659928894042968,"[75.00365447998047, 74.5272216796875, 74.8974380493164, 74.7703857421875, 74.54713439941406, 74.31491088867188, 75.17613983154297, 74.8607177734375, 74.96675872802734, 75.08643341064453]"
478,75.0,10.0,6.0,20.0,1e-05,3.378569793701172,"[87.75044250488281, 87.11563110351562, 87.55233764648438, 87.43220520019531, 87.10698699951172, 86.93704986572266, 88.07600402832031, 87.59617614746094, 87.74195861816406, 87.80648803710938]"
479,75.0,10.0,6.0,20.0,5e-05,86.4522804260254,"[0.022730274125933647, 0.022730274125933647, 0.022730274125933647, 0.022730274125933647, 0.022730274125933647, 0.022730274125933647, 0.022730274125933647, 0.022730274125933647, 0.022730274125933647, 0.022730274125933647]"
480,75.0,10.0,6.0,30.0,5e-07,9.310163116455078,"[77.32130432128906, 76.74999237060547, 77.55137634277344, 76.97945404052734, 77.00303649902344, 76.53060913085938, 77.85181427001953, 77.03546905517578, 77.25372314453125, 77.37167358398438]"
481,75.0,10.0,6.0,30.0,1e-06,6.203273773193359,"[80.55177307128906, 79.92286682128906, 80.41680145263672, 80.23394012451172, 79.9984130859375, 79.83033752441406, 81.05010986328125, 80.43773651123047, 80.61864471435547, 80.65626525878906]"
482,75.0,10.0,6.0,30.0,5e-06,15.983672332763671,"[70.66819763183594, 70.15269470214844, 70.76264190673828, 70.364501953125, 70.30882263183594, 69.95030975341797, 71.0271224975586, 70.40667724609375, 70.57919311523438, 70.69319915771484]"
483,75.0,10.0,6.0,30.0,1e-05,5.788784790039062,"[81.04611206054688, 80.49640655517578, 80.83393859863281, 80.80863189697266, 80.52340698242188, 80.38038635253906, 81.36009216308594, 81.01458740234375, 81.14457702636719, 81.24231719970703]"
484,75.0,10.0,6.0,30.0,5e-05,23.42281379699707,"[63.23527526855469, 62.79560852050781, 63.1232795715332, 63.005977630615234, 62.797061920166016, 62.631919860839844, 63.41569900512695, 63.08186721801758, 63.183895111083984, 63.25136184692383]"
485,75.0,10.0,6.0,40.0,5e-07,5.697319030761719,"[81.11054229736328, 80.55763244628906, 80.83708190917969, 80.9026870727539, 80.5826416015625, 80.51209259033203, 81.50298309326172, 81.18543243408203, 81.3175277709961, 81.3853530883789]"
486,75.0,10.0,6.0,40.0,1e-06,86.41301193237305,"[0.061995893716812134, 0.061995893716812134, 0.061995893716812134, 0.061995893716812134, 0.061995893716812134, 0.061995893716812134, 0.061995893716812134, 0.061995893716812134, 0.061995893716812134, 0.061995893716812134]"
487,75.0,10.0,6.0,40.0,5e-06,5.431535339355468,"[81.58642578125, 81.01715087890625, 81.47432708740234, 81.2843017578125, 81.0378189086914, 80.79534912109375, 81.83192443847656, 81.37016296386719, 81.50762939453125, 81.5984878540039]"
488,75.0,10.0,6.0,40.0,1e-05,3.80965576171875,"[84.05326843261719, 83.42176055908203, 83.84414672851562, 83.76438903808594, 83.47853088378906, 83.36729431152344, 84.54451751708984, 84.02970886230469, 84.19985961914062, 84.25611114501953]"
489,75.0,10.0,6.0,40.0,5e-05,4.597195434570312,"[91.126953125, 90.49227905273438, 90.9295883178711, 90.80745697021484, 90.4768295288086, 90.27081298828125, 91.3901596069336, 90.9390640258789, 91.07969665527344, 91.16448974609375]"
490,75.0,10.0,6.0,50.0,5e-07,7.569725036621094,"[79.2024154663086, 78.65766143798828, 79.16918182373047, 78.86255645751953, 78.65283966064453, 78.33133697509766, 79.29694366455078, 78.83575439453125, 78.95423126220703, 79.08991241455078]"
491,75.0,10.0,6.0,50.0,1e-06,8.178202056884766,"[78.4864501953125, 77.9850082397461, 78.109619140625, 78.30020141601562, 77.84899139404297, 77.85734558105469, 78.64117431640625, 78.527099609375, 78.5884017944336, 78.62377166748047]"
492,75.0,10.0,6.0,50.0,5e-06,3.375288391113281,"[86.89998626708984, 86.27843475341797, 86.6829833984375, 86.5977783203125, 86.2935791015625, 86.13609313964844, 87.22539520263672, 86.7867660522461, 86.93598175048828, 87.03863525390625]"
493,75.0,10.0,6.0,50.0,1e-05,7.507785797119141,"[79.13622283935547, 78.57198333740234, 78.89338684082031, 78.88766479492188, 78.5746078491211, 78.48137664794922, 79.4788589477539, 79.1082534790039, 79.239990234375, 79.29988098144531]"
494,75.0,10.0,6.0,50.0,5e-05,14.347544860839843,"[72.28416442871094, 71.77580261230469, 72.0791244506836, 72.05812072753906, 71.77068328857422, 71.69725036621094, 72.54258728027344, 72.25635528564453, 72.3682632446289, 72.4422836303711]"
495,75.0,10.0,6.0,60.0,5e-07,6.448992919921875,"[80.3595962524414, 79.73661041259766, 80.41156005859375, 79.98684692382812, 79.74622344970703, 79.50086975097656, 80.67103576660156, 80.01397705078125, 80.19122314453125, 80.25740051269531]"
496,75.0,10.0,6.0,60.0,1e-06,7.421116638183594,"[79.24913024902344, 78.67228698730469, 79.08551788330078, 78.96824645996094, 78.7066879272461, 78.53173828125, 79.59513092041016, 79.12447357177734, 79.2713851928711, 79.33432006835938]"
497,75.0,10.0,6.0,60.0,5e-06,8.655115509033203,"[77.9827880859375, 77.4220962524414, 77.95161437988281, 77.69532012939453, 77.53032684326172, 77.27099609375, 78.3984146118164, 77.84265899658203, 78.00788879394531, 78.0968246459961]"
498,75.0,10.0,6.0,60.0,1e-05,86.16836776733399,"[0.3066418468952179, 0.3066418468952179, 0.3066418468952179, 0.3066418468952179, 0.3066418468952179, 0.3066418468952179, 0.3066418468952179, 0.3066418468952179, 0.3066418468952179, 0.3066418468952179]"
499,75.0,10.0,6.0,60.0,5e-05,27.183719635009766,"[59.44388198852539, 59.0265998840332, 59.446044921875, 59.215946197509766, 59.1016845703125, 58.8599967956543, 59.68948745727539, 59.27028274536133, 59.390586853027344, 59.46837615966797]"
500,75.0,20.0,2.0,20.0,5e-07,20.62660140991211,"[66.0285873413086, 65.61530303955078, 64.66667938232422, 66.06974029541016, 65.05852508544922, 65.8500747680664, 65.75188446044922, 66.55819702148438, 66.47569274902344, 66.40938568115234]"
501,75.0,20.0,2.0,20.0,1e-06,86.41119613647462,"[0.06380873918533325, 0.06380873918533325, 0.06380873918533325, 0.06380873918533325, 0.06380873918533325, 0.06380873918533325, 0.06380873918533325, 0.06380873918533325, 0.06380873918533325, 0.06380873918533325]"
502,75.0,20.0,2.0,20.0,5e-06,86.64644088745118,"[-0.17142944037914276, -0.17142944037914276, -0.17142944037914276, -0.17142944037914276, -0.17142944037914276, -0.17142944037914276, -0.17142944037914276, -0.17142944037914276, -0.17142944037914276, -0.17142944037914276]"
503,75.0,20.0,2.0,20.0,1e-05,86.50602188110352,"[-0.031014159321784973, -0.031014159321784973, -0.031014159321784973, -0.031014159321784973, -0.031014159321784973, -0.031014159321784973, -0.031014159321784973, -0.031014159321784973, -0.031014159321784973, -0.031014159321784973]"
504,75.0,20.0,2.0,20.0,5e-05,86.27502670288087,"[0.1999783217906952, 0.1999783217906952, 0.1999783217906952, 0.1999783217906952, 0.1999783217906952, 0.1999783217906952, 0.1999783217906952, 0.1999783217906952, 0.1999783217906952, 0.1999783217906952]"
505,75.0,20.0,2.0,30.0,5e-07,16.095391082763673,"[102.72289276123047, 101.98677825927734, 102.41565704345703, 102.4170150756836, 102.01888275146484, 101.94795989990234, 103.31278228759766, 102.81441497802734, 102.9934310913086, 103.07418060302734]"
506,75.0,20.0,2.0,30.0,1e-06,7.0000450134277346,"[94.00570678710938, 93.50066375732422, 93.93758392333984, 93.62134552001953, 93.32232666015625, 92.79673767089844, 93.41717529296875, 93.26361083984375, 93.2940673828125, 93.59131622314453]"
507,75.0,20.0,2.0,30.0,5e-06,86.28859176635743,"[0.1864193081855774, 0.1864193081855774, 0.1864193081855774, 0.1864193081855774, 0.1864193081855774, 0.1864193081855774, 0.1864193081855774, 0.1864193081855774, 0.1864193081855774, 0.1864193081855774]"
508,75.0,20.0,2.0,30.0,1e-05,86.38070144653321,"[0.09430661797523499, 0.09430661797523499, 0.09430661797523499, 0.09430661797523499, 0.09430661797523499, 0.09430661797523499, 0.09430661797523499, 0.09430661797523499, 0.09430661797523499, 0.09430661797523499]"
509,75.0,20.0,2.0,30.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
510,75.0,20.0,2.0,40.0,5e-07,21.62470474243164,"[65.23004150390625, 64.99368286132812, 64.41922760009766, 65.21276092529297, 64.35906982421875, 64.65092468261719, 64.3453140258789, 65.2044677734375, 65.0188980102539, 65.06864929199219]"
511,75.0,20.0,2.0,40.0,1e-06,6.409257507324218,"[80.3074951171875, 79.65750885009766, 80.63296508789062, 79.87728118896484, 79.9671859741211, 79.41575622558594, 80.95657348632812, 79.90367126464844, 80.16650390625, 80.28355407714844]"
512,75.0,20.0,2.0,40.0,5e-06,86.40903701782227,"[0.06597325205802917, 0.06597325205802917, 0.06597325205802917, 0.06597325205802917, 0.06597325205802917, 0.06597325205802917, 0.06597325205802917, 0.06597325205802917, 0.06597325205802917, 0.06597325205802917]"
513,75.0,20.0,2.0,40.0,1e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
514,75.0,20.0,2.0,40.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
515,75.0,20.0,2.0,50.0,5e-07,9.823265075683594,"[77.11671447753906, 76.62097930908203, 76.47895812988281, 76.88970184326172, 76.09260559082031, 76.24114227294922, 76.74054718017578, 76.86600494384766, 76.81595611572266, 76.65482330322266]"
516,75.0,20.0,2.0,50.0,1e-06,14.73335952758789,"[71.9714584350586, 71.4459457397461, 71.46163177490234, 71.74772644042969, 71.2309799194336, 71.38980102539062, 72.07514190673828, 71.9900894165039, 72.0422592163086, 72.06145477294922]"
517,75.0,20.0,2.0,50.0,5e-06,86.34746017456055,"[0.1275511085987091, 0.1275511085987091, 0.1275511085987091, 0.1275511085987091, 0.1275511085987091, 0.1275511085987091, 0.1275511085987091, 0.1275511085987091, 0.1275511085987091, 0.1275511085987091]"
518,75.0,20.0,2.0,50.0,1e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
519,75.0,20.0,2.0,50.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
520,75.0,20.0,2.0,60.0,5e-07,21.99391899108887,"[64.71208190917969, 64.18470001220703, 65.5946273803711, 64.2178955078125, 64.6932601928711, 63.69399642944336, 65.2614974975586, 63.89134216308594, 64.18866729736328, 64.3728256225586]"
521,75.0,20.0,2.0,60.0,1e-06,5.330279541015625,"[81.72235870361328, 81.03646087646484, 81.74154663085938, 81.30229187011719, 81.11373138427734, 80.86094665527344, 82.25996398925781, 81.43909454345703, 81.63919067382812, 81.67241668701172]"
522,75.0,20.0,2.0,60.0,5e-06,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
523,75.0,20.0,2.0,60.0,1e-05,86.31432571411133,"[0.1606796383857727, 0.1606796383857727, 0.1606796383857727, 0.1606796383857727, 0.1606796383857727, 0.1606796383857727, 0.1606796383857727, 0.1606796383857727, 0.1606796383857727, 0.1606796383857727]"
524,75.0,20.0,2.0,60.0,5e-05,86.03536453247071,"[0.43964454531669617, 0.43964454531669617, 0.43964454531669617, 0.43964454531669617, 0.43964454531669617, 0.43964454531669617, 0.43964454531669617, 0.43964454531669617, 0.43964454531669617, 0.43964454531669617]"
525,75.0,20.0,3.0,20.0,5e-07,6.473357391357422,"[80.35929870605469, 79.81407928466797, 79.9706039428711, 80.10653686523438, 79.63117218017578, 79.59630584716797, 80.38619995117188, 80.2048568725586, 80.27442932128906, 80.2876205444336]"
526,75.0,20.0,3.0,20.0,1e-06,9.876104736328125,"[76.83476257324219, 76.39524841308594, 75.98663330078125, 76.76082611083984, 75.95133972167969, 76.32239532470703, 76.6492691040039, 77.07778930664062, 77.02105712890625, 76.98971557617188]"
527,75.0,20.0,3.0,20.0,5e-06,86.32136001586915,"[0.15364578366279602, 0.15364578366279602, 0.15364578366279602, 0.15364578366279602, 0.15364578366279602, 0.15364578366279602, 0.15364578366279602, 0.15364578366279602, 0.15364578366279602, 0.15364578366279602]"
528,75.0,20.0,3.0,20.0,1e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
529,75.0,20.0,3.0,20.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
530,75.0,20.0,3.0,30.0,5e-07,4.50445785522461,"[82.98127746582031, 82.29989624023438, 82.65219116210938, 82.6580810546875, 82.31462097167969, 82.26927947998047, 83.42339324951172, 82.88011932373047, 83.06901550292969, 83.07598114013672]"
531,75.0,20.0,3.0,30.0,1e-06,3.3392234802246095,"[84.99857330322266, 84.28766632080078, 84.9400405883789, 84.66465759277344, 84.48799133300781, 84.31591033935547, 85.84966278076172, 85.0052261352539, 85.25250244140625, 85.24787902832031]"
532,75.0,20.0,3.0,30.0,5e-06,18.511324310302733,"[68.12649536132812, 67.636474609375, 68.20010375976562, 67.84039306640625, 67.80626678466797, 67.4556884765625, 68.44194793701172, 67.8797378540039, 68.04899597167969, 68.20073699951172]"
533,75.0,20.0,3.0,30.0,1e-05,13.882830047607422,"[72.59217834472656, 72.59217834472656, 72.59217834472656, 72.59217834472656, 72.59217834472656, 72.59217834472656, 72.59217834472656, 72.59217834472656, 72.59217834472656, 72.59217834472656]"
534,75.0,20.0,3.0,30.0,5e-05,77.00514450073243,"[9.469864845275879, 9.469864845275879, 9.469864845275879, 9.469864845275879, 9.469864845275879, 9.469864845275879, 9.469864845275879, 9.469864845275879, 9.469864845275879, 9.469864845275879]"
535,75.0,20.0,3.0,40.0,5e-07,4.210717010498047,"[83.23412322998047, 82.59422302246094, 83.14091491699219, 82.96004486083984, 82.8082046508789, 82.61499786376953, 83.94662475585938, 83.2758560180664, 83.50506591796875, 83.57555389404297]"
536,75.0,20.0,3.0,40.0,1e-06,7.600733947753906,"[79.2024154663086, 78.64397430419922, 79.18233489990234, 78.82975006103516, 78.60131072998047, 78.28986358642578, 79.27671813964844, 78.78854370117188, 78.89979553222656, 79.02803802490234]"
537,75.0,20.0,3.0,40.0,5e-06,11.962403106689454,"[74.68070983886719, 74.07584381103516, 74.79176330566406, 74.32595825195312, 74.26350402832031, 73.93021392822266, 75.24996948242188, 74.44010925292969, 74.65442657470703, 74.71355438232422]"
538,75.0,20.0,3.0,40.0,1e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
539,75.0,20.0,3.0,40.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
540,75.0,20.0,3.0,50.0,5e-07,6.672048187255859,"[80.04121398925781, 79.42774963378906, 80.07557678222656, 79.65711975097656, 79.52030944824219, 79.20904541015625, 80.40361022949219, 79.73646545410156, 79.90966796875, 80.04884338378906]"
541,75.0,20.0,3.0,50.0,1e-06,5.02784423828125,"[82.1868667602539, 81.7144775390625, 81.90812683105469, 82.00591278076172, 81.57720947265625, 81.49101257324219, 82.15029907226562, 82.1509017944336, 82.1779556274414, 82.26757049560547]"
542,75.0,20.0,3.0,50.0,5e-06,86.2357276916504,"[0.23928070068359375, 0.23928070068359375, 0.23928070068359375, 0.23928070068359375, 0.23928070068359375, 0.23928070068359375, 0.23928070068359375, 0.23928070068359375, 0.23928070068359375, 0.23928070068359375]"
543,75.0,20.0,3.0,50.0,1e-05,10.231516265869141,"[76.24349212646484, 76.24349212646484, 76.24349212646484, 76.24349212646484, 76.24349212646484, 76.24349212646484, 76.24349212646484, 76.24349212646484, 76.24349212646484, 76.24349212646484]"
544,75.0,20.0,3.0,50.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
545,75.0,20.0,3.0,60.0,5e-07,11.190225982666016,"[75.32520294189453, 74.85859680175781, 74.42878723144531, 75.31915283203125, 74.6269760131836, 75.07586669921875, 75.53790283203125, 75.87486267089844, 75.89755249023438, 75.90292358398438]"
546,75.0,20.0,3.0,60.0,1e-06,3.8559524536132814,"[84.26803588867188, 83.69597625732422, 84.2064437866211, 83.91902160644531, 83.66753387451172, 83.34248352050781, 84.35608673095703, 83.88941192626953, 84.00666809082031, 84.1229248046875]"
547,75.0,20.0,3.0,60.0,5e-06,3.375853729248047,"[85.44496154785156, 84.78926849365234, 85.69284057617188, 85.03101348876953, 85.05718231201172, 84.50651550292969, 85.9640884399414, 85.01451873779297, 85.2647476196289, 85.38558959960938]"
548,75.0,20.0,3.0,60.0,1e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
549,75.0,20.0,3.0,60.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
550,75.0,20.0,4.0,20.0,5e-07,5.636318969726562,"[81.35552978515625, 80.71395874023438, 81.2958984375, 80.98355865478516, 80.7557144165039, 80.51052856445312, 81.75527954101562, 81.07940673828125, 81.25514221191406, 81.28893280029297]"
551,75.0,20.0,4.0,20.0,1e-06,6.073825836181641,"[80.80855560302734, 80.24878692626953, 80.8299789428711, 80.47997283935547, 80.30020141601562, 79.94932556152344, 81.04888916015625, 80.49243927001953, 80.6358413696289, 80.73094177246094]"
552,75.0,20.0,4.0,20.0,5e-06,15.656047821044922,"[71.0282974243164, 70.52278900146484, 70.8831787109375, 70.7633056640625, 70.52446746826172, 70.3521957397461, 71.23483276367188, 70.85369873046875, 70.9738540649414, 71.05298614501953]"
553,75.0,20.0,4.0,20.0,1e-05,3.3893714904785157,"[87.50177001953125, 86.87478637695312, 87.30867767333984, 87.16878509521484, 86.84736633300781, 86.65850067138672, 87.74365997314453, 87.28488159179688, 87.42142486572266, 87.50843048095703]"
554,75.0,20.0,4.0,20.0,5e-05,,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]"
555,75.0,20.0,4.0,30.0,5e-07,6.4647682189941404,"[80.41653442382812, 79.875, 80.56888580322266, 80.03268432617188, 79.82806396484375, 79.42272186279297, 80.58024597167969, 79.93400573730469, 80.0323715209961, 80.14095306396484]"
556,75.0,20.0,4.0,30.0,1e-06,4.547529602050782,"[82.943115234375, 82.35052490234375, 83.0461196899414, 82.59007263183594, 82.51061248779297, 82.0904541015625, 83.29658508300781, 82.62286376953125, 82.81619262695312, 82.95153045654297]"
557,75.0,20.0,4.0,30.0,5e-06,10.846826934814453,"[75.81182861328125, 75.26754760742188, 75.71006774902344, 75.53339385986328, 75.3222885131836, 75.11769104003906, 76.14038848876953, 75.66816711425781, 75.81356048583984, 75.89688110351562]"
558,75.0,20.0,4.0,30.0,1e-05,86.63836135864258,"[-0.1633506417274475, -0.1633506417274475, -0.1633506417274475, -0.1633506417274475, -0.1633506417274475, -0.1633506417274475, -0.1633506417274475, -0.1633506417274475, -0.1633506417274475, -0.1633506417274475]"
